Provider Name,Phone,Address,Specialty,NPI,Website,License Number,Clinic Name,State,Phone_Valid,NPI_Valid,Website_Active,Address_Valid,Website_Title,AI_Specialty_Prediction,AI_Category,AI_Keywords,AI_Summary,Confidence_Score,Trust_Level,Anomaly_Flag,Anomaly_Notes
Dr. Deborah Evans,188-910-3758x3622,"856 Nicole Springs Suite 401, New Penny, UT 42748",Cardiology,1041460490,https://www.dr.39clinic.com,LIC-30395,Dr. Health Clinic,CA,True,True,False,True,Dr. Health Clinic | Cardiology in CA,Cardiology,Specialist Clinic,"Cardiology, CA, Dr., healthcare, doctor","Dr. Deborah Evans is a Cardiology provider at Dr. Health Clinic based in CA, serving patients as a specialist clinic.",82,High,False,Website not reachable
Marcia Fox MD,661-062-4415,"3383 Parker Valley Suite 933, Deniseburgh, TN 26023",Cardiology,1793698891,https://www.marcia78clinic.com,LIC-85505,Marcia Health Clinic,GA,True,True,True,True,Marcia Health Clinic | Cardiology in GA,Cardiology,Specialist Clinic,"Cardiology, GA, Marcia, healthcare, doctor","Marcia Fox MD is a Cardiology provider at Marcia Health Clinic based in GA, serving patients as a specialist clinic.",92,High,False,
Brian Werner,001-423-979-4840,"742 Megan Radial, North Richard, RI 87546",Pediatrics,1047657791,https://www.brian69clinic.com,LIC-46779,Brian Health Clinic,MI,True,True,True,True,Brian Health Clinic | Pediatrics in MI,Pediatrics,Primary Care Clinic,"Pediatrics, MI, Brian, healthcare, doctor","Brian Werner is a Pediatrics provider at Brian Health Clinic based in MI, serving patients as a primary care clinic.",89,High,False,
Meagan Wiley,001-491-892-7845,"22694 Rodriguez Pine, East Sarahborough, MA 51583",Radiology,1130554976,https://www.meagan59clinic.com,LIC-89190,Meagan Health Clinic,GA,True,True,False,True,Meagan Health Clinic | Radiology in GA,Radiology,Specialist Clinic,"Radiology, GA, Meagan, healthcare, doctor","Meagan Wiley is a Radiology provider at Meagan Health Clinic based in GA, serving patients as a specialist clinic.",82,High,False,Website not reachable
Chloe Lewis,9145549785,"82597 Cook Ridges, Maryton, NM 10962",Neurology,1722470303,https://www.chloe23clinic.com,LIC-77809,Chloe Health Clinic,OH,True,True,False,True,Chloe Health Clinic | Neurology in OH,Neurology,Specialist Clinic,"Neurology, OH, Chloe, healthcare, doctor","Chloe Lewis is a Neurology provider at Chloe Health Clinic based in OH, serving patients as a specialist clinic.",84,High,False,Website not reachable
Alison Hubbard,+1-086-183-4376x03162,"29216 Price Dam Apt. 517, Robertstad, NC 62728",Pediatrics,1997243907,https://www.alison27clinic.com,LIC-90261,Alison Health Clinic,FL,True,True,True,True,Alison Health Clinic | Pediatrics in FL,Pediatrics,Primary Care Clinic,"Pediatrics, FL, Alison, healthcare, doctor","Alison Hubbard is a Pediatrics provider at Alison Health Clinic based in FL, serving patients as a primary care clinic.",91,High,False,
Kathryn Wright,(793)103-5347x1084,"30528 Maria Stravenue, Sharphaven, IA 16497",Urology,1187429666,https://www.kathryn31clinic.com,LIC-87351,Kathryn Health Clinic,GA,True,True,False,True,Kathryn Health Clinic | Urology in GA,Urology,Specialist Clinic,"Urology, GA, Kathryn, healthcare, doctor","Kathryn Wright is a Urology provider at Kathryn Health Clinic based in GA, serving patients as a specialist clinic.",83,High,False,Website not reachable
Luis Williams,001-630-709-0809x15568,"4934 Cole Garden Suite 135, West Joseph, IN 74187",Radiology,1124836469,https://www.luis53clinic.com,LIC-22436,Luis Health Clinic,NY,True,True,False,True,Luis Health Clinic | Radiology in NY,Radiology,Specialist Clinic,"Radiology, NY, Luis, healthcare, doctor","Luis Williams is a Radiology provider at Luis Health Clinic based in NY, serving patients as a specialist clinic.",79,Moderate,True,Website not reachable
Steven Vance,(811)256-8697x839,"452 Morgan Stream, New Austin, NC 75784",Gastroenterology,1247960836,https://www.steven73clinic.com,LIC-84541,Steven Health Clinic,CA,True,True,False,True,Steven Health Clinic | Gastroenterology in CA,Gastroenterology,Specialist Clinic,"Gastroenterology, CA, Steven, healthcare, doctor","Steven Vance is a Gastroenterology provider at Steven Health Clinic based in CA, serving patients as a specialist clinic.",81,High,False,Website not reachable
Jennifer Brown,(830)764-8562x743,"84420 Scott Mall, Herringhaven, FL 10239",Orthopedics,1779491403,https://www.jennifer17clinic.com,LIC-64280,Jennifer Health Clinic,NY,True,True,False,True,Jennifer Health Clinic | Orthopedics in NY,Orthopedics,Specialist Clinic,"Orthopedics, NY, Jennifer, healthcare, doctor","Jennifer Brown is a Orthopedics provider at Jennifer Health Clinic based in NY, serving patients as a specialist clinic.",82,High,False,Website not reachable
Robert Sullivan,+1-492-775-0233x277,"5187 Brian Track, East Thomas, VT 48920",Cardiology,1424496587,https://www.robert77clinic.com,LIC-70240,Robert Health Clinic,IL,True,True,True,True,Robert Health Clinic | Cardiology in IL,Cardiology,Specialist Clinic,"Cardiology, IL, Robert, healthcare, doctor","Robert Sullivan is a Cardiology provider at Robert Health Clinic based in IL, serving patients as a specialist clinic.",95,High,False,
Jason Herman,8600687544,"PSC 1850, Box 7098, APO AE 67605",Family Medicine,1512479563,https://www.jason57clinic.com,LIC-53998,Jason Health Clinic,TX,True,True,False,True,Jason Health Clinic | Family Medicine in TX,Family Medicine,Primary Care Clinic,"Family Medicine, TX, Jason, healthcare, doctor","Jason Herman is a Family Medicine provider at Jason Health Clinic based in TX, serving patients as a primary care clinic.",80,High,False,Website not reachable
Yvonne Miller,(956)946-3136x269,"577 Susan Key, New Tracy, MN 93815",Family Medicine,1936129567,https://www.yvonne50clinic.com,LIC-60632,Yvonne Health Clinic,NC,True,True,True,True,Yvonne Health Clinic | Family Medicine in NC,Family Medicine,Primary Care Clinic,"Family Medicine, NC, Yvonne, healthcare, doctor","Yvonne Miller is a Family Medicine provider at Yvonne Health Clinic based in NC, serving patients as a primary care clinic.",90,High,False,
Patricia Hudson,721-516-2936,"7038 Munoz Dale, West Jennifermouth, MN 90179",Gastroenterology,1208095647,https://www.patricia77clinic.com,LIC-43902,Patricia Health Clinic,PA,True,True,True,True,Patricia Health Clinic | Gastroenterology in PA,Gastroenterology,Specialist Clinic,"Gastroenterology, PA, Patricia, healthcare, doctor","Patricia Hudson is a Gastroenterology provider at Patricia Health Clinic based in PA, serving patients as a specialist clinic.",91,High,False,
Cory Hernandez,479.063.8270x76627,"7127 Megan Mountain, West Leslie, SD 51702",Oncology,1197897573,https://www.cory95clinic.com,LIC-37395,Cory Health Clinic,MI,True,True,False,True,Cory Health Clinic | Oncology in MI,Oncology,Specialist Clinic,"Oncology, MI, Cory, healthcare, doctor","Cory Hernandez is a Oncology provider at Cory Health Clinic based in MI, serving patients as a specialist clinic.",85,High,False,Website not reachable
Aaron Goodwin,001-616-064-9749x7787,"2173 Jacobs Coves, Hollandview, WI 53236",Gastroenterology,1299295454,https://www.aaron16clinic.com,LIC-16607,Aaron Health Clinic,NC,True,True,True,True,Aaron Health Clinic | Gastroenterology in NC,Gastroenterology,Specialist Clinic,"Gastroenterology, NC, Aaron, healthcare, doctor","Aaron Goodwin is a Gastroenterology provider at Aaron Health Clinic based in NC, serving patients as a specialist clinic.",94,High,False,
Christopher Hopkins,(243)943-6225x993,"3547 Kline Overpass Apt. 741, New Olivia, NM 52618",Dermatology,1547643049,https://www.christopher54clinic.com,LIC-49339,Christopher Health Clinic,CA,True,True,False,True,Christopher Health Clinic | Dermatology in CA,Dermatology,Specialist Clinic,"Dermatology, CA, Christopher, healthcare, doctor","Christopher Hopkins is a Dermatology provider at Christopher Health Clinic based in CA, serving patients as a specialist clinic.",79,Moderate,True,Website not reachable
Christopher Humphrey,852.516.8066x7362,"112 Steven Summit, South Sergio, PA 36197",Orthopedics,1795157322,https://www.christopher81clinic.com,LIC-18178,Christopher Health Clinic,NY,True,True,True,True,Christopher Health Clinic | Orthopedics in NY,Orthopedics,Specialist Clinic,"Orthopedics, NY, Christopher, healthcare, doctor","Christopher Humphrey is a Orthopedics provider at Christopher Health Clinic based in NY, serving patients as a specialist clinic.",90,High,False,
Michael Mendez,001-353-236-9818x94825,"08369 Boyd Ways Suite 869, West Carmen, OR 27657",Oncology,1591332438,https://www.michael86clinic.com,LIC-36398,Michael Health Clinic,FL,True,True,True,True,Michael Health Clinic | Oncology in FL,Oncology,Specialist Clinic,"Oncology, FL, Michael, healthcare, doctor","Michael Mendez is a Oncology provider at Michael Health Clinic based in FL, serving patients as a specialist clinic.",94,High,False,
Richard Harper,3226252204,"14986 Phyllis Plains, South Melissatown, MA 55519",Dermatology,1207561151,https://www.richard85clinic.com,LIC-80312,Richard Health Clinic,NY,True,True,True,True,Richard Health Clinic | Dermatology in NY,Dermatology,Specialist Clinic,"Dermatology, NY, Richard, healthcare, doctor","Richard Harper is a Dermatology provider at Richard Health Clinic based in NY, serving patients as a specialist clinic.",89,High,False,
Gwendolyn Huber,001-642-120-8458,"8430 Teresa Meadow Apt. 760, Mcgeeside, WV 00708",Neurology,1519462749,https://www.gwendolyn40clinic.com,LIC-98942,Gwendolyn Health Clinic,IL,True,True,False,True,Gwendolyn Health Clinic | Neurology in IL,Neurology,Specialist Clinic,"Neurology, IL, Gwendolyn, healthcare, doctor","Gwendolyn Huber is a Neurology provider at Gwendolyn Health Clinic based in IL, serving patients as a specialist clinic.",84,High,False,Website not reachable
Jeremiah Smith,722.911.5009,"138 York Junctions Apt. 415, West Scottshire, MI 45194",Family Medicine,1188290564,https://www.jeremiah15clinic.com,LIC-82342,Jeremiah Health Clinic,FL,True,True,True,True,Jeremiah Health Clinic | Family Medicine in FL,Family Medicine,Primary Care Clinic,"Family Medicine, FL, Jeremiah, healthcare, doctor","Jeremiah Smith is a Family Medicine provider at Jeremiah Health Clinic based in FL, serving patients as a primary care clinic.",90,High,False,
Joseph Padilla,+1-740-674-1026x3708,"61256 Williams Pines Suite 103, Jenniferville, CA 84541",Gastroenterology,1347743717,https://www.joseph48clinic.com,LIC-17335,Joseph Health Clinic,GA,True,True,True,True,Joseph Health Clinic | Gastroenterology in GA,Gastroenterology,Specialist Clinic,"Gastroenterology, GA, Joseph, healthcare, doctor","Joseph Padilla is a Gastroenterology provider at Joseph Health Clinic based in GA, serving patients as a specialist clinic.",95,High,False,
Juan Horne,001-285-004-2827x694,"9026 Smith Course Suite 825, Port Michelletown, GA 41933",Urology,1765231820,https://www.juan38clinic.com,LIC-89084,Juan Health Clinic,NC,True,True,False,True,Juan Health Clinic | Urology in NC,Urology,Specialist Clinic,"Urology, NC, Juan, healthcare, doctor","Juan Horne is a Urology provider at Juan Health Clinic based in NC, serving patients as a specialist clinic.",81,High,False,Website not reachable
John Miller,(710)816-6355x19087,"438 Williams Ridges Apt. 107, East Mariamouth, ID 68119",Gastroenterology,1446858766,https://www.john62clinic.com,LIC-79440,John Health Clinic,NC,True,True,False,True,John Health Clinic | Gastroenterology in NC,Gastroenterology,Specialist Clinic,"Gastroenterology, NC, John, healthcare, doctor","John Miller is a Gastroenterology provider at John Health Clinic based in NC, serving patients as a specialist clinic.",82,High,False,Website not reachable
David Shepard,+1-046-511-0934x09840,"0718 Shaw Ports, West Anthony, DC 92891",Neurology,1707839429,https://www.david89clinic.com,LIC-71532,David Health Clinic,NY,True,True,False,True,David Health Clinic | Neurology in NY,Neurology,Specialist Clinic,"Neurology, NY, David, healthcare, doctor","David Shepard is a Neurology provider at David Health Clinic based in NY, serving patients as a specialist clinic.",83,High,False,Website not reachable
Kenneth Golden,933.752.9957x7347,"84652 Ashley Drives, West Donald, ND 35251",Cardiology,1476806429,https://www.kenneth13clinic.com,LIC-15832,Kenneth Health Clinic,GA,True,True,False,True,Kenneth Health Clinic | Cardiology in GA,Cardiology,Specialist Clinic,"Cardiology, GA, Kenneth, healthcare, doctor","Kenneth Golden is a Cardiology provider at Kenneth Health Clinic based in GA, serving patients as a specialist clinic.",79,Moderate,True,Website not reachable
Erin Hansen,655.575.8928,"566 Hess Union, Lake Adam, IA 39635",Family Medicine,1593944025,https://www.erin80clinic.com,LIC-52710,Erin Health Clinic,CA,True,True,True,True,Erin Health Clinic | Family Medicine in CA,Family Medicine,Primary Care Clinic,"Family Medicine, CA, Erin, healthcare, doctor","Erin Hansen is a Family Medicine provider at Erin Health Clinic based in CA, serving patients as a primary care clinic.",92,High,False,
Alexandra Wolf,939.927.3025x394,"588 West Route, Richardsonchester, WY 25144",Pediatrics,1127328567,https://www.alexandra43clinic.com,LIC-31469,Alexandra Health Clinic,NY,True,True,True,True,Alexandra Health Clinic | Pediatrics in NY,Pediatrics,Primary Care Clinic,"Pediatrics, NY, Alexandra, healthcare, doctor","Alexandra Wolf is a Pediatrics provider at Alexandra Health Clinic based in NY, serving patients as a primary care clinic.",92,High,False,
Jessica Contreras,+1-758-903-3857,"196 Salas Springs Apt. 166, South Cody, MA 36678",Dermatology,1815505499,https://www.jessica33clinic.com,LIC-63847,Jessica Health Clinic,MI,True,True,False,True,Jessica Health Clinic | Dermatology in MI,Dermatology,Specialist Clinic,"Dermatology, MI, Jessica, healthcare, doctor","Jessica Contreras is a Dermatology provider at Jessica Health Clinic based in MI, serving patients as a specialist clinic.",84,High,False,Website not reachable
Cody Harvey,001-772-085-4435x720,"6608 Wiggins Bridge, East Williammouth, VA 97305",Gastroenterology,1815142503,https://www.cody65clinic.com,LIC-44894,Cody Health Clinic,NC,True,True,False,True,Cody Health Clinic | Gastroenterology in NC,Gastroenterology,Specialist Clinic,"Gastroenterology, NC, Cody, healthcare, doctor","Cody Harvey is a Gastroenterology provider at Cody Health Clinic based in NC, serving patients as a specialist clinic.",85,High,False,Website not reachable
Cindy Brewer,611.980.9222,"229 Morris Underpass, Obrienfort, MA 80289",Gastroenterology,1762490798,https://www.cindy96clinic.com,LIC-55884,Cindy Health Clinic,OH,True,True,True,True,Cindy Health Clinic | Gastroenterology in OH,Gastroenterology,Specialist Clinic,"Gastroenterology, OH, Cindy, healthcare, doctor","Cindy Brewer is a Gastroenterology provider at Cindy Health Clinic based in OH, serving patients as a specialist clinic.",93,High,False,
Andrew Rose,+1-310-907-1444x601,"012 Johns Alley, New Jason, AL 85047",Pediatrics,1738538356,https://www.andrew49clinic.com,LIC-66652,Andrew Health Clinic,NY,True,True,False,True,Andrew Health Clinic | Pediatrics in NY,Pediatrics,Primary Care Clinic,"Pediatrics, NY, Andrew, healthcare, doctor","Andrew Rose is a Pediatrics provider at Andrew Health Clinic based in NY, serving patients as a primary care clinic.",81,High,False,Website not reachable
Eric Flores,455-184-4135x06781,"70428 Whitney Points, Monicaborough, LA 82239",Pediatrics,1558462154,https://www.eric94clinic.com,LIC-38892,Eric Health Clinic,OH,True,True,True,True,Eric Health Clinic | Pediatrics in OH,Pediatrics,Primary Care Clinic,"Pediatrics, OH, Eric, healthcare, doctor","Eric Flores is a Pediatrics provider at Eric Health Clinic based in OH, serving patients as a primary care clinic.",91,High,False,
Nancy Thornton,001-517-724-8997,"264 Jacobs Route, Port Alexandra, NV 99045",Gastroenterology,1643154161,https://www.nancy43clinic.com,LIC-90565,Nancy Health Clinic,NC,True,True,True,True,Nancy Health Clinic | Gastroenterology in NC,Gastroenterology,Specialist Clinic,"Gastroenterology, NC, Nancy, healthcare, doctor","Nancy Thornton is a Gastroenterology provider at Nancy Health Clinic based in NC, serving patients as a specialist clinic.",91,High,False,
Debra Beck,885-764-4225x744,"7702 Arnold Parkway Apt. 432, Port Matthew, ND 73115",Radiology,1106685391,https://www.debra93clinic.com,LIC-33601,Debra Health Clinic,NY,True,True,True,True,Debra Health Clinic | Radiology in NY,Radiology,Specialist Clinic,"Radiology, NY, Debra, healthcare, doctor","Debra Beck is a Radiology provider at Debra Health Clinic based in NY, serving patients as a specialist clinic.",94,High,False,
Heidi Mueller,001-403-792-1912x50128,"4124 Rojas Trace Suite 942, Danielville, HI 10879",Family Medicine,1384659143,https://www.heidi94clinic.com,LIC-64425,Heidi Health Clinic,MI,True,True,False,True,Heidi Health Clinic | Family Medicine in MI,Family Medicine,Primary Care Clinic,"Family Medicine, MI, Heidi, healthcare, doctor","Heidi Mueller is a Family Medicine provider at Heidi Health Clinic based in MI, serving patients as a primary care clinic.",81,High,False,Website not reachable
Heather Griffin,001-178-683-4011x80720,"98915 Bolton Station, Meganberg, SD 08308",Oncology,1832472012,https://www.heather76clinic.com,LIC-76171,Heather Health Clinic,IL,True,True,True,True,Heather Health Clinic | Oncology in IL,Oncology,Specialist Clinic,"Oncology, IL, Heather, healthcare, doctor","Heather Griffin is a Oncology provider at Heather Health Clinic based in IL, serving patients as a specialist clinic.",90,High,False,
Stacy Johnson,+1-868-703-6781x95849,"7075 Adkins Mission, Michaelshire, NH 10041",Dermatology,1986002481,https://www.stacy17clinic.com,LIC-99928,Stacy Health Clinic,GA,True,True,True,True,Stacy Health Clinic | Dermatology in GA,Dermatology,Specialist Clinic,"Dermatology, GA, Stacy, healthcare, doctor","Stacy Johnson is a Dermatology provider at Stacy Health Clinic based in GA, serving patients as a specialist clinic.",91,High,False,
Patrick Gray,(870)558-0784x2373,"876 David Track, Melissastad, ID 80689",Urology,1589807876,https://www.patrick13clinic.com,LIC-26429,Patrick Health Clinic,CA,True,True,False,True,Patrick Health Clinic | Urology in CA,Urology,Specialist Clinic,"Urology, CA, Patrick, healthcare, doctor","Patrick Gray is a Urology provider at Patrick Health Clinic based in CA, serving patients as a specialist clinic.",79,Moderate,True,Website not reachable
Tina Johnston,001-083-879-3394,"3579 Suzanne Cliff Suite 996, Weaverstad, NM 69742",Radiology,1818673602,https://www.tina51clinic.com,LIC-50504,Tina Health Clinic,NC,True,True,True,True,Tina Health Clinic | Radiology in NC,Radiology,Specialist Clinic,"Radiology, NC, Tina, healthcare, doctor","Tina Johnston is a Radiology provider at Tina Health Clinic based in NC, serving patients as a specialist clinic.",89,High,False,
Thomas Bond,2766410435,"USNV Huber, FPO AE 52881",Dermatology,1945299639,https://www.thomas85clinic.com,LIC-59063,Thomas Health Clinic,PA,True,True,False,True,Thomas Health Clinic | Dermatology in PA,Dermatology,Specialist Clinic,"Dermatology, PA, Thomas, healthcare, doctor","Thomas Bond is a Dermatology provider at Thomas Health Clinic based in PA, serving patients as a specialist clinic.",79,Moderate,True,Website not reachable
Andrew Elliott,(226)460-9009,"0220 Patricia Causeway Suite 330, Lake Raymondchester, MI 84345",Gastroenterology,1298967645,https://www.andrew57clinic.com,LIC-36651,Andrew Health Clinic,IL,True,True,True,True,Andrew Health Clinic | Gastroenterology in IL,Gastroenterology,Specialist Clinic,"Gastroenterology, IL, Andrew, healthcare, doctor","Andrew Elliott is a Gastroenterology provider at Andrew Health Clinic based in IL, serving patients as a specialist clinic.",94,High,False,
Brandy Lawrence,+1-038-049-7806x7031,"520 Bass Walk, Lake Crystaltown, MS 96874",Neurology,1477354821,https://www.brandy67clinic.com,LIC-89302,Brandy Health Clinic,IL,True,True,True,True,Brandy Health Clinic | Neurology in IL,Neurology,Specialist Clinic,"Neurology, IL, Brandy, healthcare, doctor","Brandy Lawrence is a Neurology provider at Brandy Health Clinic based in IL, serving patients as a specialist clinic.",94,High,False,
Tiffany Pena,001-793-983-5837x5952,"26960 Pratt Lodge Suite 830, New Carlosberg, SC 60482",Family Medicine,1461447947,https://www.tiffany61clinic.com,LIC-82900,Tiffany Health Clinic,FL,True,True,True,True,Tiffany Health Clinic | Family Medicine in FL,Family Medicine,Primary Care Clinic,"Family Medicine, FL, Tiffany, healthcare, doctor","Tiffany Pena is a Family Medicine provider at Tiffany Health Clinic based in FL, serving patients as a primary care clinic.",93,High,False,
Christine Thompson,184-619-9869x431,"05018 Lisa Inlet Suite 433, Kathyburgh, SC 02368",Radiology,1918181548,https://www.christine74clinic.com,LIC-93491,Christine Health Clinic,MI,True,True,True,True,Christine Health Clinic | Radiology in MI,Radiology,Specialist Clinic,"Radiology, MI, Christine, healthcare, doctor","Christine Thompson is a Radiology provider at Christine Health Clinic based in MI, serving patients as a specialist clinic.",92,High,False,
James Williams,001-964-339-3104x5836,"031 Green Cape Apt. 009, Stevenland, MI 84007",Dermatology,1305496868,https://www.james15clinic.com,LIC-85693,James Health Clinic,IL,True,True,True,True,James Health Clinic | Dermatology in IL,Dermatology,Specialist Clinic,"Dermatology, IL, James, healthcare, doctor","James Williams is a Dermatology provider at James Health Clinic based in IL, serving patients as a specialist clinic.",94,High,False,
Russell Moran,501-757-7003x820,"300 Timothy Neck Suite 680, East Jeffreymouth, AK 96485",Urology,1843674713,https://www.russell28clinic.com,LIC-45771,Russell Health Clinic,TX,True,True,False,True,Russell Health Clinic | Urology in TX,Urology,Specialist Clinic,"Urology, TX, Russell, healthcare, doctor","Russell Moran is a Urology provider at Russell Health Clinic based in TX, serving patients as a specialist clinic.",80,High,False,Website not reachable
Jeremy Gutierrez,+1-006-982-8452x017,"36469 Leonard Drive, Scottshire, DE 58834",Orthopedics,1925732083,https://www.jeremy60clinic.com,LIC-80570,Jeremy Health Clinic,NC,True,True,False,True,Jeremy Health Clinic | Orthopedics in NC,Orthopedics,Specialist Clinic,"Orthopedics, NC, Jeremy, healthcare, doctor","Jeremy Gutierrez is a Orthopedics provider at Jeremy Health Clinic based in NC, serving patients as a specialist clinic.",85,High,False,Website not reachable
Amber Buchanan,(701)955-6599x536,"136 Mccall Views, New Christopherhaven, DC 89082",Pediatrics,1611800957,https://www.amber25clinic.com,LIC-51425,Amber Health Clinic,IL,True,True,True,True,Amber Health Clinic | Pediatrics in IL,Pediatrics,Primary Care Clinic,"Pediatrics, IL, Amber, healthcare, doctor","Amber Buchanan is a Pediatrics provider at Amber Health Clinic based in IL, serving patients as a primary care clinic.",92,High,False,
Nicole May,942.842.0489x80180,"506 Steven Rapids Apt. 141, North Laurashire, ME 78819",Pediatrics,1622999635,https://www.nicole84clinic.com,LIC-27551,Nicole Health Clinic,FL,True,True,True,True,Nicole Health Clinic | Pediatrics in FL,Pediatrics,Primary Care Clinic,"Pediatrics, FL, Nicole, healthcare, doctor","Nicole May is a Pediatrics provider at Nicole Health Clinic based in FL, serving patients as a primary care clinic.",95,High,False,
Lynn Burke,633-984-9496x198,"197 Swanson Trace, South Nicholasland, IN 78588",Oncology,1969082896,https://www.lynn49clinic.com,LIC-53022,Lynn Health Clinic,GA,True,True,False,True,Lynn Health Clinic | Oncology in GA,Oncology,Specialist Clinic,"Oncology, GA, Lynn, healthcare, doctor","Lynn Burke is a Oncology provider at Lynn Health Clinic based in GA, serving patients as a specialist clinic.",80,High,False,Website not reachable
Robyn Mills,509.867.9483x53427,"175 John Shore, Wilsonhaven, WI 50329",Orthopedics,1625970248,https://www.robyn10clinic.com,LIC-65003,Robyn Health Clinic,PA,True,True,True,True,Robyn Health Clinic | Orthopedics in PA,Orthopedics,Specialist Clinic,"Orthopedics, PA, Robyn, healthcare, doctor","Robyn Mills is a Orthopedics provider at Robyn Health Clinic based in PA, serving patients as a specialist clinic.",92,High,False,
Daniel Contreras,001-766-146-0599x20770,"30378 Perry Fort, Tiffanyfort, NY 85777",Pediatrics,1236950609,https://www.daniel52clinic.com,LIC-93469,Daniel Health Clinic,GA,True,True,False,True,Daniel Health Clinic | Pediatrics in GA,Pediatrics,Primary Care Clinic,"Pediatrics, GA, Daniel, healthcare, doctor","Daniel Contreras is a Pediatrics provider at Daniel Health Clinic based in GA, serving patients as a primary care clinic.",83,High,False,Website not reachable
Dean Johnson,000.767.8695x184,"755 Grimes Fork, West Michaelview, NH 60408",Orthopedics,1561716604,https://www.dean39clinic.com,LIC-20153,Dean Health Clinic,OH,True,True,True,True,Dean Health Clinic | Orthopedics in OH,Orthopedics,Specialist Clinic,"Orthopedics, OH, Dean, healthcare, doctor","Dean Johnson is a Orthopedics provider at Dean Health Clinic based in OH, serving patients as a specialist clinic.",92,High,False,
Judith Mills,840-071-3737,"516 Lynch Terrace Apt. 870, Sheltonport, SC 45703",Oncology,1617467912,https://www.judith54clinic.com,LIC-25608,Judith Health Clinic,NC,True,True,True,True,Judith Health Clinic | Oncology in NC,Oncology,Specialist Clinic,"Oncology, NC, Judith, healthcare, doctor","Judith Mills is a Oncology provider at Judith Health Clinic based in NC, serving patients as a specialist clinic.",92,High,False,
Jennifer Meadows,846.545.0091x2237,"23622 Jones Forks Apt. 734, East Glennbury, MO 04421",Oncology,1349501876,https://www.jennifer60clinic.com,LIC-89771,Jennifer Health Clinic,NC,True,True,False,True,Jennifer Health Clinic | Oncology in NC,Oncology,Specialist Clinic,"Oncology, NC, Jennifer, healthcare, doctor","Jennifer Meadows is a Oncology provider at Jennifer Health Clinic based in NC, serving patients as a specialist clinic.",80,High,False,Website not reachable
Chelsea Smith,527-573-0841x0944,"Unit 5552 Box 7168, DPO AA 11596",Pediatrics,1409529240,https://www.chelsea14clinic.com,LIC-99810,Chelsea Health Clinic,NC,True,True,False,True,Chelsea Health Clinic | Pediatrics in NC,Pediatrics,Primary Care Clinic,"Pediatrics, NC, Chelsea, healthcare, doctor","Chelsea Smith is a Pediatrics provider at Chelsea Health Clinic based in NC, serving patients as a primary care clinic.",81,High,False,Website not reachable
Jennifer Burgess,4480178927,"6036 Peterson Avenue Suite 782, Villanuevashire, OR 10297",Oncology,1425961362,https://www.jennifer67clinic.com,LIC-62892,Jennifer Health Clinic,NY,True,True,True,True,Jennifer Health Clinic | Oncology in NY,Oncology,Specialist Clinic,"Oncology, NY, Jennifer, healthcare, doctor","Jennifer Burgess is a Oncology provider at Jennifer Health Clinic based in NY, serving patients as a specialist clinic.",90,High,False,
Elizabeth Ross,(115)613-0535,"9975 Jose Valleys, South Teresa, VA 72936",Pediatrics,1397990969,https://www.elizabeth61clinic.com,LIC-97277,Elizabeth Health Clinic,IL,True,True,False,True,Elizabeth Health Clinic | Pediatrics in IL,Pediatrics,Primary Care Clinic,"Pediatrics, IL, Elizabeth, healthcare, doctor","Elizabeth Ross is a Pediatrics provider at Elizabeth Health Clinic based in IL, serving patients as a primary care clinic.",81,High,False,Website not reachable
Kurt Shepherd,(713)577-9034x357,"8357 Adams View Apt. 793, Ronaldland, SC 91825",Gastroenterology,1390587828,https://www.kurt20clinic.com,LIC-74236,Kurt Health Clinic,PA,True,True,True,True,Kurt Health Clinic | Gastroenterology in PA,Gastroenterology,Specialist Clinic,"Gastroenterology, PA, Kurt, healthcare, doctor","Kurt Shepherd is a Gastroenterology provider at Kurt Health Clinic based in PA, serving patients as a specialist clinic.",93,High,False,
Jose Medina,9768172390,"7691 Escobar Pines, Lake Ashley, HI 24244",Urology,1932603325,https://www.jose36clinic.com,LIC-94151,Jose Health Clinic,NY,True,True,True,True,Jose Health Clinic | Urology in NY,Urology,Specialist Clinic,"Urology, NY, Jose, healthcare, doctor","Jose Medina is a Urology provider at Jose Health Clinic based in NY, serving patients as a specialist clinic.",93,High,False,
Teresa Hansen,(235)962-4867,"648 Julie Squares Apt. 882, Lake Mark, DC 85776",Urology,1355734075,https://www.teresa39clinic.com,LIC-47174,Teresa Health Clinic,CA,True,True,True,True,Teresa Health Clinic | Urology in CA,Urology,Specialist Clinic,"Urology, CA, Teresa, healthcare, doctor","Teresa Hansen is a Urology provider at Teresa Health Clinic based in CA, serving patients as a specialist clinic.",93,High,False,
Kayla Morris,1903271852,"017 Bates Vista Suite 741, North Melanie, KY 11792",Radiology,1078418443,https://www.kayla58clinic.com,LIC-88673,Kayla Health Clinic,TX,True,True,False,True,Kayla Health Clinic | Radiology in TX,Radiology,Specialist Clinic,"Radiology, TX, Kayla, healthcare, doctor","Kayla Morris is a Radiology provider at Kayla Health Clinic based in TX, serving patients as a specialist clinic.",81,High,False,Website not reachable
